COUNTRY,DEPARTMENT,SALESFORCE_CODE,HCP_ID,REP_ID,PRODUCT,INDICATION,TERRITORY_ID,LOAD_DT,EPH_REFERENCE_ID,EPH_ENTERPRISE_ID,ENHANCED_ENTERPRISE_ID
JP,RETAIL,JPHY,ENTID_14299483,00580000006a3K0AAI,JP_708127-420004,,JP66064,2025-11-03,ENTID_14299483,ENTID_132507171,
JP,RETAIL,JPHY,ENTID_47420289,0053x00000IINQYAA5,JP_708127-420004,,JP65873,2025-11-03,ENTID_47420289,ENTID_130908063,ENTID_130908063
JP,RETAIL,JPHY,ENTID_47420813,00580000004M3COAA0,JP_708127-420004,,JP66055,2025-11-03,ENTID_47420813,ENTID_130913148,
JP,RETAIL,JPCL,ENTID_13711830,00580000004MHFrAAO,JP_708127-420004,,JP69955,2025-11-03,ENTID_13711830,ENTID_131758096,
JP,RETAIL,JPHY,ENTID_12967389,00580000004MHG0AAO,JP_708127-420004,,JP65968,2025-11-03,ENTID_12967389,ENTID_130745070,ENTID_130745070
JP,RETAIL,JPHY,ENTID_14022960,00580000004M3JtAAK,JP_708127-420004,,JP65952,2025-11-03,ENTID_14022960,ENTID_132157679,
JP,RETAIL,JPCL,ENTID_12728187,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_12728187,ENTID_130454737,ENTID_130454737
JP,RETAIL,JPHY,ENTID_13935210,00580000004M3R8AAK,JP_708127-420004,,JP65946,2025-11-03,ENTID_13935210,ENTID_132045933,
JP,RETAIL,JPHY,ENTID_44907005,00580000004M3F2AAK,JP_708127-420004,,JP65866,2025-11-03,ENTID_44907005,ENTID_130549791,ENTID_130549791
JP,RETAIL,JPHY,ENTID_12752671,00580000004M38tAAC,JP_708127-420004,,JP65947,2025-11-03,ENTID_12752671,ENTID_130479274,ENTID_130479274
JP,RETAIL,JPHY,ENTID_12781617,00580000004M3SxAAK,JP_708127-420004,,JP65961,2025-11-03,ENTID_12781617,ENTID_130506611,ENTID_130506611
JP,RETAIL,JPHY,ENTID_104830810,00580000004M3MUAA0,JP_708127-420004,,JP65842,2025-11-03,ENTID_104830810,ENTID_131981639,
JP,RETAIL,JPCL,ENTID_12809201,00580000004MHFrAAO,JP_708127-420004,,JP69955,2025-11-03,ENTID_12809201,ENTID_130533865,ENTID_130533865
JP,RETAIL,JPCL,ENTID_12627233,00580000004MHFrAAO,JP_708127-420004,,JP69955,2025-11-03,ENTID_12627233,ENTID_130353835,ENTID_130353835
JP,RETAIL,JPHY,ENTID_12605233,0053x00000HlK3QAAV,JP_708127-420004,,JP65950,2025-11-03,ENTID_12605233,ENTID_130330909,ENTID_130330909
JP,RETAIL,JPCL,ENTID_12519737,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_12519737,ENTID_130245513,ENTID_130245513
JP,RETAIL,JPHY,ENTID_12693345,00580000004M3A9AAK,JP_708127-420004,,JP65845,2025-11-03,ENTID_12693345,ENTID_130418765,ENTID_130418765
JP,RETAIL,JPHY,ENTID_47420289,0053x00000HlK3QAAV,JP_708127-420004,,JP65950,2025-11-03,ENTID_47420289,ENTID_130908063,ENTID_130908063
JP,RETAIL,JPCL,ENTID_19114563,00580000004M39bAAC,JP_708127-420004,,JP69956,2025-11-03,ENTID_19114563,ENTID_131818031,
JP,RETAIL,JPHY,ENTID_12764996,0053x00000FR2SFAA1,JP_708127-420004,,JP65853,2025-11-03,ENTID_12764996,ENTID_130490957,ENTID_130490957
JP,RETAIL,JPHY,ENTID_14024197,00580000004M3JtAAK,JP_708127-420004,,JP65952,2025-11-03,ENTID_14024197,ENTID_132161265,
JP,RETAIL,JPHY,ENTID_12591299,00580000004MHFkAAO,JP_708127-420004,,JP66071,2025-11-03,ENTID_12591299,ENTID_130317155,ENTID_130317155
JP,RETAIL,JPHY,ENTID_12736241,00580000004M39fAAC,JP_708127-420004,,JP66042,2025-11-03,ENTID_12736241,ENTID_130462830,ENTID_130462830
JP,RETAIL,JPCL,ENTID_12780231,00580000004M3JXAA0,JP_708127-420004,,JP69957,2025-11-03,ENTID_12780231,ENTID_130506971,ENTID_130506971
JP,RETAIL,JPHY,ENTID_128103638,00580000005lyeuAAA,JP_708127-420004,,JP66058,2025-11-03,ENTID_128103638,ENTID_131244698,
JP,RETAIL,JPCL,ENTID_14326359,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_14326359,ENTID_132543258,
JP,RETAIL,JPHY,ENTID_12615898,00580000004M3A9AAK,JP_708127-420004,,JP65845,2025-11-03,ENTID_12615898,ENTID_130342292,ENTID_130342292
JP,RETAIL,JPHY,ENTID_12493290,0053x00000FR2SMAA1,JP_708127-420004,,JP66074,2025-11-03,ENTID_12493290,ENTID_130220303,ENTID_130220303
JP,RETAIL,JPHY,ENTID_12503837,00580000006YILBAA4,JP_708127-420004,,JP66267,2025-11-03,ENTID_12503837,ENTID_130228824,ENTID_130228824
JP,RETAIL,JPCL,ENTID_12546176,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_12546176,ENTID_130272889,ENTID_130272889
JP,RETAIL,JPHY,ENTID_12758012,00580000004M3SbAAK,JP_708127-420004,,JP65758,2025-11-03,ENTID_12758012,ENTID_130483095,ENTID_130483095
JP,RETAIL,JPHY,ENTID_14039686,0053x00000IINQXAA5,JP_708127-420004,,JP66040,2025-11-03,ENTID_14039686,ENTID_132181694,
JP,RETAIL,JPHY,ENTID_12592884,00580000004nLX1AAM,JP_708127-420004,,JP65844,2025-11-03,ENTID_12592884,ENTID_130318545,ENTID_130318545
JP,RETAIL,JPHY,ENTID_12799809,00580000004M3A9AAK,JP_708127-420004,,JP65845,2025-11-03,ENTID_12799809,ENTID_130526184,ENTID_130526184
JP,RETAIL,JPHY,ENTID_13840356,00534000008zILMAA2,JP_708127-420004,,JP65879,2025-11-03,ENTID_13840356,ENTID_131917973,
JP,RETAIL,JPHY,ENTID_14072400,0053x00000FRCKzAAP,JP_708127-420004,,JP65963,2025-11-03,ENTID_14072400,ENTID_132216582,
JP,RETAIL,JPCL,ENTID_12538483,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_12538483,ENTID_130264982,ENTID_130264982
JP,RETAIL,JPCL,ENTID_14353330,00580000004M39bAAC,JP_708127-420004,,JP69956,2025-11-03,ENTID_14353330,ENTID_132552033,
JP,RETAIL,JPHY,ENTID_13956446,00580000004MjpgAAC,JP_708127-420004,,JP65937,2025-11-03,ENTID_13956446,ENTID_132071264,
JP,RETAIL,JPHY,ENTID_12521108,0053x00000IIP3dAAH,JP_708127-420004,,JP66051,2025-11-03,ENTID_12521108,ENTID_130247942,ENTID_130247942
JP,RETAIL,JPCL,ENTID_13893272,00580000004M39bAAC,JP_708127-420004,,JP69956,2025-11-03,ENTID_13893272,ENTID_131992078,
JP,RETAIL,JPHY,ENTID_12707936,00580000004M38tAAC,JP_708127-420004,,JP65947,2025-11-03,ENTID_12707936,ENTID_130434151,ENTID_130434151
JP,RETAIL,JPHY,ENTID_12477205,00580000004M3MoAAK,JP_708127-420004,,JP66057,2025-11-03,ENTID_12477205,ENTID_130202028,ENTID_130202028
JP,RETAIL,JPHY,ENTID_12773907,00580000006YnCzAAK,JP_708127-420004,,JP65775,2025-11-03,ENTID_12773907,ENTID_130500407,ENTID_130500407
JP,RETAIL,JPHY,ENTID_12529086,00580000004M359AAC,JP_708127-420004,,JP65756,2025-11-03,ENTID_12529086,ENTID_130255173,ENTID_130255173
JP,RETAIL,JPCL,ENTID_14202459,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_14202459,ENTID_132385988,
JP,RETAIL,JPCL,ENTID_13544758,00580000004MHFrAAO,JP_708127-420004,,JP69955,2025-11-03,ENTID_13544758,ENTID_131547121,
JP,RETAIL,JPHY,ENTID_12555337,00580000004M38tAAC,JP_708127-420004,,JP65947,2025-11-03,ENTID_12555337,ENTID_130282678,ENTID_130282678
JP,RETAIL,JPHY,ENTID_76522281,00534000008zIL5AAM,JP_708127-420004,,JP66036,2025-11-03,ENTID_76522281,ENTID_132007072,
JP,RETAIL,JPCL,ENTID_13684695,00580000004M3JXAA0,JP_708127-420004,,JP69957,2025-11-03,ENTID_13684695,ENTID_131725046,
JP,RETAIL,JPCL,ENTID_12990395,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_12990395,ENTID_130767248,ENTID_130767248
JP,RETAIL,JPCL,ENTID_12602404,00580000004MHFrAAO,JP_708127-420004,,JP69955,2025-11-03,ENTID_12602404,ENTID_130328776,ENTID_130328776
JP,RETAIL,JPCL,ENTID_12698271,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_12698271,ENTID_130422401,ENTID_130422401
JP,RETAIL,JPHY,ENTID_12745833,00580000004M3F2AAK,JP_708127-420004,,JP65866,2025-11-03,ENTID_12745833,ENTID_130472336,ENTID_130472336
JP,RETAIL,JPCL,ENTID_12565234,00580000004MHFrAAO,JP_708127-420004,,JP69955,2025-11-03,ENTID_12565234,ENTID_130291472,ENTID_130291472
JP,RETAIL,JPCL,ENTID_12777625,00580000004M3JXAA0,JP_708127-420004,,JP69957,2025-11-03,ENTID_12777625,ENTID_130503730,ENTID_130503730
JP,RETAIL,JPCL,ENTID_12706600,00580000004M39bAAC,JP_708127-420004,,JP69956,2025-11-03,ENTID_12706600,ENTID_130431883,ENTID_130431883
JP,RETAIL,JPHY,ENTID_146728627,00580000004owNVAAY,JP_708127-420004,,JP66062,2025-11-03,ENTID_146728627,ENTID_146728627,
JP,RETAIL,JPHY,ENTID_19188167,00580000004M3STAA0,JP_708127-420004,,JP65957,2025-11-03,ENTID_19188167,ENTID_130539091,ENTID_130539091
JP,RETAIL,JPHY,ENTID_48722326,0053x00000FomVRAAZ,JP_708127-420004,,JP65951,2025-11-03,ENTID_48722326,ENTID_130789855,ENTID_130789855
JP,RETAIL,JPHY,ENTID_12627215,00580000004M3CxAAK,JP_708127-420004,,JP65788,2025-11-03,ENTID_12627215,ENTID_130353833,ENTID_130353833
JP,RETAIL,JPHY,ENTID_47420813,00580000006a3JsAAI,JP_708127-420004,,JP65869,2025-11-03,ENTID_47420813,ENTID_130913148,
JP,RETAIL,JPCL,ENTID_13734545,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_13734545,ENTID_131783181,
JP,RETAIL,JPCL,ENTID_12609352,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_12609352,ENTID_130334761,ENTID_130334761
JP,RETAIL,JPHY,ENTID_87666197,0053x00000FR2SMAA1,JP_708127-420004,,JP66074,2025-11-03,ENTID_87666197,ENTID_130562554,ENTID_130562554
JP,RETAIL,JPHY,ENTID_12496456,005VS0000062UUqYAM,JP_708127-420004,,JP66045,2025-11-03,ENTID_12496456,ENTID_130221742,ENTID_130221742
JP,RETAIL,JPCL,ENTID_13743232,00580000004M39bAAC,JP_708127-420004,,JP69956,2025-11-03,ENTID_13743232,ENTID_131790453,
JP,RETAIL,JPHY,ENTID_12559064,0053x00000HlK3GAAV,JP_708127-420004,,JP66066,2025-11-03,ENTID_12559064,ENTID_130283932,ENTID_130283932
JP,RETAIL,JPHY,ENTID_12444975,0053x00000HlK34AAF,JP_708127-420004,,JP65856,2025-11-03,ENTID_12444975,ENTID_130172928,ENTID_130172928
JP,RETAIL,JPCL,ENTID_14276178,00580000004owNQAAY,JP_708127-420004,,JP69906,2025-11-03,ENTID_14276178,ENTID_132481697,
