customer_id,apims_id,product_name,product_indication_id,src_systm_cd,dgtl_dtl_only_id,activity_date,action
ENTID_12432859,708127,EBG,420004,M3,202502131001974588,2025-02-13,Delivered
ENTID_12432923,708127,EBG,420004,M3,202412181758905693,2025-01-05,Opened
ENTID_12433192,708127,EBG,420004,M3,202502131001978680,2025-02-13,Delivered
ENTID_12440321,708127,EBG,420004,M3,202504111812680595,2025-04-14,Delivered
ENTID_12440520,708127,EBG,420004,M3,202501141617701599,2025-01-15,Delivered
ENTID_12440520,708127,EBG,420004,M3,202510201035626580,2025-10-20,Opened
ENTID_12441855,708127,EBG,420004,M3,202504011040396633,2025-04-01,Delivered
ENTID_12441883,708127,EBG,420004,M3,202412101449556506,2024-12-10,Clicked
ENTID_12442343,708127,EBG,420004,M3,202503251123922232,2025-03-25,Clicked
ENTID_12442343,708127,EBG,420004,M3,202504251547402620,2025-05-01,Opened
ENTID_12442343,708127,EBG,420004,M3,202505191058982787,2025-05-19,Opened
ENTID_12442869,708127,EBG,420004,M3,202503251123921097,2025-03-25,Clicked
ENTID_12444586,708127,EBG,420004,M3,202503131227960397,2025-03-14,Delivered
ENTID_12445457,708127,EBG,420004,M3,202504011040392227,2025-04-01,Delivered
ENTID_12446468,708127,EBG,420004,M3,202502061422885456,2025-02-06,Opened
ENTID_12448762,708127,EBG,420004,M3-OPD,14902_01162083,2024-12-27,Clicked
ENTID_12450519,708127,EBG,420004,M3,202505191058983384,2025-05-19,Delivered
ENTID_12451462,708127,EBG,420004,M3,202504251547399893,2025-05-02,Opened
ENTID_12451465,708127,EBG,420004,M3,202502061422887418,2025-02-06,Clicked
ENTID_12451465,708127,EBG,420004,M3,202502061422887418,2025-02-06,Delivered
ENTID_12451554,708127,EBG,420004,M3,202412021247966061,2024-12-05,Opened
ENTID_12452489,708127,EBG,420004,M3-Quiz,15423_01167834,2025-06-04,Clicked
ENTID_12452489,708127,EBG,420004,M3-Quiz,15423_01167834,2025-06-04,Delivered
ENTID_12452496,708127,EBG,420004,M3,202412021247963639,2024-12-03,Clicked
ENTID_12452496,708127,EBG,420004,M3,202504251547399307,2025-05-01,Clicked
ENTID_12452675,708127,EBG,420004,M3,202507221233481693,2025-07-22,Delivered
ENTID_12452695,708127,EBG,420004,M3,202502171034700409,2025-02-17,Clicked
ENTID_12452695,708127,EBG,420004,M3,202502171034700409,2025-02-17,Opened
ENTID_12452695,708127,EBG,420004,M3,202506231040586463,2025-06-23,Opened
ENTID_12454398,708127,EBG,420004,M3,202412021247964207,2024-12-03,Delivered
ENTID_12454700,708127,EBG,420004,M3,202505191058978885,2025-05-19,Delivered
ENTID_12455795,708127,EBG,420004,M3,202503281046898921,2025-03-28,Delivered
ENTID_12459106,708127,EBG,420004,M3,202503131227960032,2025-03-14,Delivered
ENTID_12461569,708127,EBG,420004,M3,202503031540407717,2025-03-04,Delivered
ENTID_12461569,708127,EBG,420004,M3,202503281046899523,2025-03-28,Delivered
ENTID_12462448,708127,EBG,420004,M3,202506091039665749,2025-06-09,Delivered
ENTID_12464442,708127,EBG,420004,M3-Quiz,15423_01181680,2025-06-04,Opened
ENTID_12464644,708127,EBG,420004,M3,202501201225438031,2025-01-28,Clicked
ENTID_12464644,708127,EBG,420004,M3,202503131227960932,2025-03-14,Delivered
ENTID_12464793,708127,EBG,420004,M3,202412101449555723,2024-12-10,Delivered
ENTID_12464941,708127,EBG,420004,M3,202501141617699358,2025-01-15,Clicked
ENTID_12464941,708127,EBG,420004,M3,202506161634929464,2025-06-17,Delivered
ENTID_12464975,708127,EBG,420004,M3,202504111812681918,2025-04-14,Delivered
ENTID_12465565,708127,EBG,420004,M3,202509031229743071,2025-09-04,Delivered
ENTID_12468981,708127,EBG,420004,M3,202507221233477838,2025-07-22,Delivered
ENTID_12469227,708127,EBG,420004,M3-OPD,14744_01189795,2024-11-26,Delivered
ENTID_12469618,708127,EBG,420004,CARENET,11612_b4cd8e40d6ac0d21926fec8c7500808b,2025-03-29,Opened
ENTID_12469618,708127,EBG,420004,M3,202506091039667679,2025-06-09,Opened
ENTID_12469948,708127,EBG,420004,M3,202504181121257409,2025-04-21,Opened
ENTID_12469990,708127,EBG,420004,M3,202502171034701506,2025-02-17,Clicked
ENTID_12469990,708127,EBG,420004,M3,202502171034701506,2025-02-17,Delivered
ENTID_12469990,708127,EBG,420004,M3-Quiz,15362_01191248,2025-06-09,Clicked
ENTID_12470410,708127,EBG,420004,M3,202501171455517323,2025-01-17,Delivered
ENTID_12470410,708127,EBG,420004,M3,202501291625951219,2025-01-30,Delivered
ENTID_12470410,708127,EBG,420004,M3,202509161009114541,2025-09-16,Delivered
ENTID_12470629,708127,EBG,420004,M3,202502061422887499,2025-02-06,Delivered
ENTID_12470629,708127,EBG,420004,M3,202505261122876297,2025-05-26,Delivered
ENTID_12470691,708127,EBG,420004,M3,202502131001977992,2025-02-13,Delivered
ENTID_12471057,708127,EBG,420004,M3,202509161009115624,2025-09-17,Opened
ENTID_12471314,708127,EBG,420004,M3,202501171455519405,2025-01-17,Opened
ENTID_12474142,708127,EBG,420004,M3,202502171034702393,2025-02-17,Delivered
ENTID_12474161,708127,EBG,420004,M3,202506091039669633,2025-06-09,Delivered
ENTID_12474352,708127,EBG,420004,M3,202502211644306072,2025-02-28,Opened
ENTID_12474352,708127,EBG,420004,M3,202506091039667110,2025-06-09,Delivered
ENTID_12474576,708127,EBG,420004,M3,202507101140737785,2025-07-10,Delivered
ENTID_12474779,708127,EBG,420004,M3,202506091039665688,2025-06-09,Delivered
ENTID_12474779,708127,EBG,420004,M3,202506091039665688,2025-06-10,Opened
ENTID_12474858,708127,EBG,420004,M3-OPD,14802_01196503,2024-12-07,Opened
ENTID_12475635,708127,EBG,420004,M3,202504251547398568,2025-05-06,Clicked
ENTID_12476163,708127,EBG,420004,NMO,YV7LejtEB5Qgomgetu3w_JG5k9VxLyVtEw2NNIbCbFI,2025-06-19,Opened
ENTID_12476478,708127,EBG,420004,M3,202503031540407599,2025-03-04,Opened
ENTID_12476877,708127,EBG,420004,M3,202501141617698129,2025-01-15,Delivered
ENTID_12476943,708127,EBG,420004,M3,202502131001976619,2025-02-13,Delivered
ENTID_12476943,708127,EBG,420004,M3,202507141032569528,2025-07-14,Delivered
ENTID_12476943,708127,EBG,420004,M3-OPD,14902_01197840,2024-12-26,Delivered
ENTID_12477550,708127,EBG,420004,CARENET,11435_6ecaa77a82e17d33d5894acf7e18f5a3,2025-03-17,Delivered
ENTID_12477550,708127,EBG,420004,CARENET,11435_6ecaa77a82e17d33d5894acf7e18f5a3,2025-03-18,Opened
ENTID_12477550,708127,EBG,420004,M3,202502131001976697,2025-02-13,Delivered
ENTID_12477550,708127,EBG,420004,M3,202502131001976697,2025-02-14,Opened
ENTID_12478499,708127,EBG,420004,M3,202506161634927360,2025-06-17,Delivered
ENTID_12478783,708127,EBG,420004,M3,202501141617701274,2025-01-15,Clicked
ENTID_12478783,708127,EBG,420004,M3-OPD,14802_01200351,2024-12-06,Delivered
ENTID_12479924,708127,EBG,420004,M3,202412181758907373,2024-12-19,Delivered
ENTID_12481034,708127,EBG,420004,M3,202510201035623048,2025-10-20,Delivered
ENTID_12481674,708127,EBG,420004,M3,202502211644307987,2025-02-25,Delivered
ENTID_12481769,708127,EBG,420004,M3,202501141617696999,2025-01-15,Delivered
ENTID_12481769,708127,EBG,420004,M3,202503031540405939,2025-03-04,Clicked
ENTID_12481769,708127,EBG,420004,M3,202503031540405939,2025-03-04,Opened
ENTID_12481811,708127,EBG,420004,M3,202502061422884928,2025-02-06,Delivered
ENTID_12482216,708127,EBG,420004,M3,202411281013545201,2024-11-28,Delivered
ENTID_12482347,708127,EBG,420004,M3,202505191058978711,2025-05-19,Delivered
ENTID_12482493,708127,EBG,420004,M3,202502131001976986,2025-02-13,Delivered
ENTID_12482703,708127,EBG,420004,M3,202501291625954185,2025-01-30,Opened
ENTID_12482703,708127,EBG,420004,M3-OPD,14743_01201077,2024-11-30,Opened
ENTID_12483637,708127,EBG,420004,M3,202501201225438124,2025-01-20,Delivered
ENTID_12483883,708127,EBG,420004,M3,202501141617698425,2025-01-15,Delivered
ENTID_12483883,708127,EBG,420004,M3,202511141215316791,2025-11-17,Delivered
ENTID_12484151,708127,EBG,420004,M3-OPD,14902_01206529,2024-12-26,Delivered
ENTID_12484896,708127,EBG,420004,M3,202411281013543919,2024-11-28,Delivered
ENTID_12484959,708127,EBG,420004,M3,202501201225434842,2025-01-20,Delivered
ENTID_12484959,708127,EBG,420004,M3,202501201225438247,2025-01-20,Delivered
ENTID_12484959,708127,EBG,420004,M3,202507141032569695,2025-07-14,Delivered
ENTID_12485552,708127,EBG,420004,M3,202502061422884485,2025-02-06,Delivered
ENTID_12485552,708127,EBG,420004,M3,202508011141990351,2025-08-04,Delivered
ENTID_12485669,708127,EBG,420004,M3-Quiz,15362_01206613,2025-05-07,Delivered
ENTID_12485720,708127,EBG,420004,M3,202506091039669639,2025-06-09,Delivered
ENTID_12485886,708127,EBG,420004,M3,202503281046900484,2025-03-28,Delivered
ENTID_12485886,708127,EBG,420004,M3,202508011141992395,2025-08-04,Delivered
ENTID_12486083,708127,EBG,420004,CARENET,11938_c0ff2a57d88e3d351dc551600ac4543e,2025-04-21,Delivered
ENTID_12486335,708127,EBG,420004,M3,202503281046900283,2025-03-28,Delivered
ENTID_12486405,708127,EBG,420004,M3,202503281046900486,2025-04-27,Clicked
ENTID_12486405,708127,EBG,420004,M3,202503281046900486,2025-03-28,Delivered
ENTID_12486414,708127,EBG,420004,M3,202501291625953407,2025-01-31,Opened
ENTID_12486423,708127,EBG,420004,M3,202412021247962500,2024-12-03,Clicked
ENTID_12486636,708127,EBG,420004,M3,202502131001974016,2025-02-13,Delivered
ENTID_12486928,708127,EBG,420004,M3,202508011141990800,2025-08-05,Clicked
ENTID_12486928,708127,EBG,420004,M3-Quiz,15335_01207964,2025-05-22,Clicked
ENTID_12487069,708127,EBG,420004,NMO,oV_84ThFI7boqL3oMUc-lm-X7ENEdR8G1NcyjLb8yaw,2025-06-19,
ENTID_12487069,708127,EBG,420004,NMO,oV_84ThFI7boqL3oMUc-lm-X7ENEdR8G1NcyjLb8yaw,2025-06-19,Opened
ENTID_12487940,708127,EBG,420004,M3,202501171455518147,2025-01-17,Opened
ENTID_12487940,708127,EBG,420004,M3,202509161009115368,2025-09-16,Delivered
ENTID_12488307,708127,EBG,420004,M3-OPD,14902_01211200,2024-12-26,Delivered
ENTID_12488308,708127,EBG,420004,M3,202412181758909085,2024-12-19,Opened
ENTID_12488331,708127,EBG,420004,M3,202509161009114138,2025-09-16,Clicked
ENTID_12488337,708127,EBG,420004,M3-Quiz,15335_01211193,2025-05-21,Delivered
ENTID_12488369,708127,EBG,420004,M3,202502061422887526,2025-02-06,Opened
ENTID_12488395,708127,EBG,420004,M3,202501201225434234,2025-01-20,Delivered
ENTID_12488395,708127,EBG,420004,M3,202501201225434234,2025-01-21,Opened
ENTID_12488655,708127,EBG,420004,M3,202411281013543362,2024-11-28,Delivered
ENTID_12488655,708127,EBG,420004,M3,202501291625950785,2025-01-30,Delivered
ENTID_12488854,708127,EBG,420004,M3,202411281013547829,2024-11-28,Delivered
ENTID_12488854,708127,EBG,420004,M3,202509161009114023,2025-09-16,Opened
ENTID_12488861,708127,EBG,420004,M3,202412021247965117,2024-12-03,Delivered
ENTID_12488861,708127,EBG,420004,M3,202506091039670591,2025-06-09,Delivered
ENTID_12488869,708127,EBG,420004,M3,202503131227960206,2025-03-14,Delivered
ENTID_12488869,708127,EBG,420004,M3,202507101140737778,2025-07-10,Delivered
ENTID_12488941,708127,EBG,420004,M3,202502211644306662,2025-02-26,Opened
ENTID_12489122,708127,EBG,420004,M3,202505191058980234,2025-05-21,Opened
ENTID_12489122,708127,EBG,420004,M3-Quiz,15335_01208676,2025-05-21,Delivered
ENTID_12489340,708127,EBG,420004,M3,202507221233477498,2025-07-22,Delivered
ENTID_12489502,708127,EBG,420004,CARENET,11783_5e6cbc90d0379db722b02cf1a524c6b6,2025-04-07,Delivered
ENTID_12489502,708127,EBG,420004,M3-OPD,14902_01212479,2024-12-26,Clicked
ENTID_12489523,708127,EBG,420004,M3,202412021247964929,2024-12-03,Clicked
ENTID_12489523,708127,EBG,420004,M3,202412021247964929,2024-12-03,Opened
ENTID_12489523,708127,EBG,420004,M3-OPD,14875_01210876,2024-12-23,Delivered
ENTID_12490122,708127,EBG,420004,M3,202503131227956932,2025-03-14,Clicked
ENTID_12490122,708127,EBG,420004,M3,202503131227956932,2025-03-14,Delivered
ENTID_12490122,708127,EBG,420004,M3,202508181041694193,2025-08-18,Opened
ENTID_12490815,708127,EBG,420004,M3,202508011141991911,2025-08-04,Delivered
ENTID_12490989,708127,EBG,420004,M3,202504111812678245,2025-04-14,Delivered
ENTID_12493455,708127,EBG,420004,M3,202502211644305244,2025-02-25,Delivered
ENTID_12493455,708127,EBG,420004,M3,202505261122874212,2025-05-26,Delivered
ENTID_12493455,708127,EBG,420004,M3,202506231040587164,2025-06-23,Delivered
ENTID_12493692,708127,EBG,420004,M3,202503251123920505,2025-03-25,Delivered
ENTID_12493919,708127,EBG,420004,M3,202509031229742522,2025-09-04,Delivered
ENTID_12493930,708127,EBG,420004,M3,202503251123921605,2025-03-25,Opened
ENTID_12493992,708127,EBG,420004,M3,202412101449556914,2024-12-10,Delivered
ENTID_12493996,708127,EBG,420004,M3,202507141032570658,2025-07-14,Opened
ENTID_12494213,708127,EBG,420004,M3,202511141215318845,2025-11-17,Clicked
ENTID_12494213,708127,EBG,420004,M3-OPD,14902_01218398,2024-12-26,Delivered
ENTID_12494215,708127,EBG,420004,M3-Quiz,15423_01218418,2025-06-04,Clicked
ENTID_12494236,708127,EBG,420004,M3,202507221233480707,2025-07-22,Delivered
ENTID_12494565,708127,EBG,420004,M3,202510060958965897,2025-10-07,Opened
ENTID_12494574,708127,EBG,420004,M3,202506161635931654,2025-06-17,Clicked
ENTID_12494585,708127,EBG,420004,M3,202509031229741461,2025-09-04,Delivered
ENTID_12494638,708127,EBG,420004,M3,202501201225436183,2025-01-20,Delivered
ENTID_12494932,708127,EBG,420004,M3,202508181041697416,2025-08-18,Delivered
ENTID_12495003,708127,EBG,420004,M3,202503251123920416,2025-03-26,Clicked
ENTID_12495005,708127,EBG,420004,M3,202507101140738012,2025-07-10,Delivered
ENTID_12495122,708127,EBG,420004,M3,202505191058978824,2025-05-19,Delivered
ENTID_12495194,708127,EBG,420004,M3,202507101140736616,2025-07-11,Clicked
ENTID_12495308,708127,EBG,420004,M3,202511061043064004,2025-11-06,Opened
ENTID_12495312,708127,EBG,420004,M3,202502131001974136,2025-02-14,Opened
ENTID_12495312,708127,EBG,420004,M3,202504181121253837,2025-04-22,Opened
ENTID_12495324,708127,EBG,420004,M3,202504251547402897,2025-05-01,Clicked
ENTID_12495324,708127,EBG,420004,M3,202504251547402897,2025-05-01,Delivered
ENTID_12495324,708127,EBG,420004,M3,202506161635931573,2025-06-17,Clicked
ENTID_12495324,708127,EBG,420004,M3-OPD,14875_01217829,2024-12-23,Opened
ENTID_12495339,708127,EBG,420004,M3,202506161634926842,2025-06-17,Delivered
ENTID_12495745,708127,EBG,420004,M3,202502061422888032,2025-02-06,Delivered
ENTID_12495866,708127,EBG,420004,M3,202509031229742410,2025-11-07,Opened
ENTID_12495866,708127,EBG,420004,M3-Quiz,15335_01218729,2025-08-12,Opened
ENTID_12495869,708127,EBG,420004,M3,202501141617697862,2025-01-15,Delivered
ENTID_12495869,708127,EBG,420004,M3,202501291625950699,2025-01-30,Delivered
ENTID_12495869,708127,EBG,420004,M3,202502061422884760,2025-02-07,Clicked
ENTID_12495899,708127,EBG,420004,M3,202503031540408313,2025-03-04,Opened
ENTID_12496020,708127,EBG,420004,M3,202503131227956327,2025-03-14,Opened
ENTID_12496020,708127,EBG,420004,M3,202511141214314996,2025-11-17,Opened
ENTID_12496023,708127,EBG,420004,M3,202504181121253844,2025-04-21,Delivered
ENTID_12496046,708127,EBG,420004,M3,202504181121256414,2025-04-21,Delivered
ENTID_12496262,708127,EBG,420004,M3,202502211644303807,2025-02-25,Delivered
ENTID_12496262,708127,EBG,420004,M3,202503031540406087,2025-03-05,Clicked
ENTID_12496272,708127,EBG,420004,M3,202502131001975231,2025-02-13,Delivered
ENTID_12496491,708127,EBG,420004,M3,202502211644308180,2025-03-31,Opened
ENTID_12496523,708127,EBG,420004,M3-OPD,14902_01217739,2025-02-15,Opened
ENTID_12496630,708127,EBG,420004,M3,202501141617698558,2025-01-16,Opened
ENTID_12497562,708127,EBG,420004,M3,202503031540407565,2025-03-04,Delivered
ENTID_12497562,708127,EBG,420004,M3,202511141215316944,2025-11-17,Delivered
ENTID_12499189,708127,EBG,420004,M3,202506161634926902,2025-06-17,Opened
ENTID_12500995,708127,EBG,420004,M3,202507221233480048,2025-07-22,Delivered
ENTID_12501369,708127,EBG,420004,M3,202507101140735334,2025-07-10,Delivered
ENTID_12502165,708127,EBG,420004,M3,202501291625952757,2025-01-30,Delivered
ENTID_12502706,708127,EBG,420004,M3,202503281046902238,2025-03-28,Delivered
ENTID_12503813,708127,EBG,420004,M3,202501291625954098,2025-01-30,Clicked
ENTID_12503813,708127,EBG,420004,M3,202503281046902084,2025-03-28,Clicked
ENTID_12503813,708127,EBG,420004,M3,202508011141993951,2025-08-04,Delivered
ENTID_12503813,708127,EBG,420004,M3-OPD,14902_01226028,2024-12-27,Clicked
ENTID_12503837,708127,EBG,420004,M3,202503111010019976,2025-03-12,Clicked
ENTID_12503837,708127,EBG,420004,M3,202503111010019976,2025-03-12,Opened
ENTID_12504577,708127,EBG,420004,M3,202501201225436645,2025-01-20,Delivered
ENTID_12505045,708127,EBG,420004,M3,202503171053981455,2025-03-18,Delivered
ENTID_12506282,708127,EBG,420004,M3,202507141032572185,2025-07-15,Clicked
ENTID_12506629,708127,EBG,420004,M3,202502211644303307,2025-02-25,Delivered
ENTID_12506945,708127,EBG,420004,M3,202503251123919621,2025-03-25,Opened
ENTID_12506945,708127,EBG,420004,M3,202509161009114804,2025-09-16,Clicked
ENTID_12506945,708127,EBG,420004,M3-Quiz,15335_01231352,2025-05-21,Delivered
ENTID_12507614,708127,EBG,420004,M3,202502211644306297,2025-02-26,Opened
ENTID_12507614,708127,EBG,420004,M3,202504011040394988,2025-04-01,Opened
ENTID_12507614,708127,EBG,420004,M3,202507101140736906,2025-07-10,Delivered
ENTID_12507614,708127,EBG,420004,M3,202511061043063567,2025-11-06,Delivered
ENTID_12507738,708127,EBG,420004,M3,202505261122873697,2025-05-28,Opened
ENTID_12507738,708127,EBG,420004,M3,202509031229741771,2025-09-04,Delivered
ENTID_12508063,708127,EBG,420004,M3-Quiz,15423_01231179,2025-06-04,Delivered
ENTID_12508095,708127,EBG,420004,M3-OPD,14802_01231201,2024-12-06,Delivered
ENTID_12508504,708127,EBG,420004,M3,202502211644304121,2025-02-25,Clicked
ENTID_12508633,708127,EBG,420004,M3,202504251547401855,2025-05-01,Delivered
ENTID_12510073,708127,EBG,420004,M3,202502171034700035,2025-02-17,Delivered
ENTID_12510461,708127,EBG,420004,M3,202412181758908994,2024-12-19,Delivered
ENTID_12510461,708127,EBG,420004,M3-Quiz,15335_01233618,2025-05-22,Clicked
ENTID_12510500,708127,EBG,420004,M3,202502131001976110,2025-02-14,Clicked
ENTID_12510500,708127,EBG,420004,M3,202503031540407688,2025-03-04,Delivered
ENTID_12511236,708127,EBG,420004,M3,202506091039670637,2025-06-09,Delivered
ENTID_12512197,708127,EBG,420004,M3,202503131227960243,2025-03-14,Delivered
ENTID_12512546,708127,EBG,420004,M3,202412101449556179,2024-12-10,Opened
ENTID_12512546,708127,EBG,420004,M3,202503111010022113,2025-03-11,Opened
ENTID_12512565,708127,EBG,420004,M3,202502131001978762,2025-02-13,Delivered
ENTID_12513047,708127,EBG,420004,M3,202503171053977724,2025-03-18,Delivered
ENTID_12513544,708127,EBG,420004,M3,202503171053979728,2025-03-19,Opened
ENTID_12514391,708127,EBG,420004,M3,202506161635930736,2025-06-17,Delivered
ENTID_12514848,708127,EBG,420004,M3,202504111812679269,2025-04-14,Clicked
