activity_date,customer_id,product_id,sevc_id,action,yrmoda
2025-03-23,ENTID_12539109,JP_708127-420004,a30VS000007GaTJYA0,Opened,2025-03-23
2025-03-24,ENTID_12539109,JP_708127-420004,a30VS000007K99ZYAS,Delivered,2025-03-24
2025-04-03,ENTID_12539109,JP_708127-420004,a30VS000007agKrYAI,Delivered,2025-04-03
2025-04-15,ENTID_12539109,JP_708127-420004,a30VS000007lfJpYAI,Delivered,2025-04-15
2025-05-08,ENTID_12539109,JP_708127-420004,a30VS0000086RddYAE,Delivered,2025-05-08
2025-05-13,ENTID_12539109,JP_708127-420004,a30VS000008AvJmYAK,Delivered,2025-05-13
2025-05-22,ENTID_12539109,JP_708127-420004,a30VS000008JhCjYAK,Delivered,2025-05-22
2025-05-23,ENTID_12539109,JP_708127-420004,a30VS000008JhCjYAK,Opened,2025-05-23
2025-06-24,ENTID_12539109,JP_708127-420004,a30VS000008nWGgYAM,Delivered,2025-06-24
2025-07-15,ENTID_12542202,JP_708127-420004,a30VS0000095hVNYAY,Delivered,2025-07-15
2025-07-15,ENTID_12542202,JP_708127-420004,a30VS0000095hVNYAY,Opened,2025-07-15
2025-08-04,ENTID_12542202,JP_708127-420004,a30VS000009PBj4YAG,Delivered,2025-08-04
2025-08-14,ENTID_12542202,JP_708127-420004,a30VS000009PBj4YAG,Opened,2025-08-14
2025-08-26,ENTID_12542202,JP_708127-420004,a30VS000009igRNYAY,Delivered,2025-08-26
2025-08-28,ENTID_12542202,JP_708127-420004,a30VS000009igRNYAY,Opened,2025-08-28
2025-09-11,ENTID_12542202,JP_708127-420004,a30VS00000A0ixlYAB,Delivered,2025-09-11
2025-09-18,ENTID_12542202,JP_708127-420004,a30VS00000A0ixlYAB,Opened,2025-09-18
2025-10-05,ENTID_12542202,JP_708127-420004,a30VS00000ANlDPYA1,Delivered,2025-10-05
2025-10-07,ENTID_12542202,JP_708127-420004,a30VS00000ANlDPYA1,Opened,2025-10-07
2025-04-04,ENTID_12543557,JP_708127-420004,a30VS000007bjGfYAI,Delivered,2025-04-04
2025-04-04,ENTID_12543557,JP_708127-420004,a30VS000007bjGfYAI,Opened,2025-04-04
2025-05-01,ENTID_12547243,JP_708127-420004,a30VS000007zh0qYAA,Delivered,2025-05-01
2025-05-01,ENTID_12547243,JP_708127-420004,a30VS000007zh0qYAA,Opened,2025-05-01
2025-08-04,ENTID_12547599,JP_708127-420004,a30VS000009OaLJYA0,Clicked,2025-08-04
2025-08-04,ENTID_12547599,JP_708127-420004,a30VS000009OaLJYA0,Delivered,2025-08-04
2025-08-04,ENTID_12547599,JP_708127-420004,a30VS000009OaLJYA0,Opened,2025-08-04
2025-04-04,ENTID_12549930,JP_708127-420004,a30VS000007bjADYAY,Delivered,2025-04-04
